,all_virus_meta_GSE79172_MERS_MDC001_3_24,all_virus_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_meta_GSE79218_MERS_MMVE001_24_36,all_virus_meta_GSE79172_MERS_MDC001_0_24,all_virus_meta_GSE79172_MERS_MDC001_0_12,all_virus_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_4_7,all_virus_meta_GSE79218_MERS_MMVE001_0_48
TNFRSF10A,-1.372780515,2.859253237,0,0,0,0,2.859253237,1.407335535,0,0,0,0,3.627391938
TNFRSF10B,1.22447163,-1.310607457,0,0,0,-1.5026537,0,0,0,0,0,0,1.778605974
TNFRSF10C,1.304449001,-1.587530767,1.177148575,0,0,0,-1.587530767,1.177148575,0,1.14552209,0,0,-1.23372231
TNFRSF10D,0,-1.746480254,-1.351316318,0,0,0,-1.746480254,-1.351316318,0,0,0,0,2.537821134
TNFRSF11A,1.501956491,-2.954865668,0,0,-1.292132557,-1.360834316,-2.954865668,0,1.428479791,1.348125167,-1.292132557,0,-2.823541045
TNFRSF11B,1.371019807,1.355764013,0,-1.299015321,-1.590327143,-1.403615675,1.355764013,1.309507881,1.29307217,1.549578818,-1.590327143,-1.299015321,2.549505708
TNFRSF12A,-5.315366297,1.950795468,0,-2.009537546,-1.959408336,-7.311517257,1.950795468,0,-3.952921967,-3.682131197,-1.959408336,-2.009537546,12.47430918
TNFRSF13B,0,0,0,1.324485033,0,2.222034039,0,0,0,1.119969029,0,1.324485033,0
TNFRSF13C,0,0,0,1.58003809,0,2.239449082,0,0,0,-1.177543037,0,1.58003809,0
TNFRSF14,0,-2.671621379,0,1.454881972,-1.43310734,0,-2.671621379,-1.521423467,0,-1.116085674,-1.43310734,1.454881972,-2.18640624
TNFRSF17,0,0,-1.076713263,1.573925943,0,3.999980214,0,-1.076713263,0,0,0,1.573925943,0
TNFRSF18,-1.867728607,-1.069659096,0,2.448904315,-1.857402443,1.803534522,-1.069659096,0,-1.736537509,-1.259340292,-1.857402443,2.448904315,-1.119757542
TNFRSF19,0,0,0,0,1.934850215,1.541123443,0,0,1.296415783,1.240803903,1.934850215,-1.532836611,0
TNFRSF1A,0,-1.821744785,-1.60607053,0,0,-1.469226382,-1.821744785,-1.60607053,0,0,0,0,-1.179265734
TNFRSF1B,0,1.180375535,0,0,-2.117200208,-1.732210885,1.180375535,1.099836878,0,0,-2.117200208,0,1.266932813
TNFRSF21,0,1.843186526,0,-1.13832851,0,0,1.843186526,0,-1.815462156,0,0,-1.13832851,1.208485911
TNFRSF25,2.060773588,-1.144969003,-1.087537901,1.214686114,0,2.183368056,-1.144969003,-1.087537901,1.80335718,1.420841343,0,1.214686114,0
TNFRSF4,-1.645276775,-3.189308475,0,2.291920394,-1.643192094,1.677104759,-3.189308475,0,-1.769350784,-1.195094554,-1.643192094,2.291920394,-1.663924363
TNFRSF6B,0,0,-1.236004292,0,0,0,0,-1.236004292,0,0,0,0,1.684521827
TNFRSF8,1.39888643,0,0,0,0,0,0,0,1.326208042,0,0,0,1.248759248
TNFRSF9,-1.305046106,1.186998217,0,0,-2.362838749,-1.891004674,0,0,0,0,-2.362838749,0,1.194523956
TNFSF10,1.313020762,1.519504226,1.803563419,0,-2.548206845,-1.992193868,1.519504226,1.803563419,0,0,-2.548206845,0,-2.41698207
TNFSF12,1.233007338,-1.483592545,-1.286838445,0,3.289451778,2.307367509,-1.483592545,-1.286838445,0,0,3.289451778,0,-1.333628715
TNFSF13,0,1.177843435,0,0,0,0,1.177843435,0,0,-1.216239892,0,0,1.283000627
TNFSF13B,0,-1.185554286,0,0,0,-1.314892065,-1.185554286,0,1.217972211,1.128826242,0,0,0
TNFSF14,-7.121502739,0,0,1.316786449,0,1.493880476,0,0,-3.494062884,-2.683323972,0,1.316786449,1.251678564
TNFSF15,0,2.33139228,1.319777145,0,-1.450398328,0,0,1.319777145,0,0,-1.450398328,-1.229710147,1.975084351
TNFSF18,0,2.850006581,1.225989946,0,0,0,2.850006581,1.225989946,-1.500879085,-1.430244056,0,0,2.493777182
TNFSF4,0,5.036028525,0,0,0,0,0,1.924677201,0,0,0,0,6.161605271
TNFSF8,0,-1.075589446,0,-1.366672552,-1.650764632,-1.799101952,-1.075589446,0,0,0,-1.650764632,-1.366672552,0
TNFSF9,1.337663742,1.349434833,0,-1.492521496,-1.366643595,-2.389702933,0,0,-1.636966463,-1.960400299,-1.366643595,-1.492521496,-1.664822059
TNIK,0,1.82734924,0,1.271503706,-1.317606103,-1.189738715,0,0,0,1.151895036,-1.317606103,1.271503706,2.591680063
TNIP1,0,1.224901962,1.358525143,0,-1.758048016,-1.406234268,0,1.358525143,-1.268046132,-1.3745247,-1.758048016,0,0
TNIP2,-1.668815893,2.70258026,1.678206759,0,-1.508212082,-1.668232372,2.70258026,1.678206759,0,0,-1.508212082,0,1.734764983
TNIP3,0,1.547777082,1.103174535,0,-4.779700896,-3.494200247,1.547777082,1.103174535,0,0,-4.779700896,0,1.705510543
TNK1,1.442818793,-2.166282654,-1.583288686,-1.262725357,0,-1.204066357,0,-1.583288686,0,0,0,-1.262725357,0
TNK2,0,0,0,0,1.532109571,1.702520817,0,0,1.451858674,1.095777417,1.532109571,0,1.623970439
TNKS,0,-1.433484133,0,-1.181133881,0,-1.178818099,0,0,0,0,0,-1.181133881,-1.091236093
TNKS1BP1,0,-1.158727928,-1.14219607,-1.303608025,-1.279857109,-1.760372443,-1.158727928,-1.14219607,0,0,-1.279857109,-1.303608025,0
TNKS2,0,0,-1.142083434,0,0,0,0,-1.142083434,-1.302645847,-1.186147613,0,0,0
TNMD,0,0,0,0,0,0,0,0,0,0,0,0,1.141946487
TNN,0,1.037113806,1.041928992,-1.243457467,2.231551884,1.721969756,1.037113806,1.041928992,0,0,2.231551884,-1.243457467,0
TNNC1,1.281714305,0,0,1.249958053,-1.723045744,0,0,0,1.277977064,1.297550008,-1.723045744,1.249958053,0
TNNC2,0,-1.121205667,0,0,0,0,-1.121205667,0,0,0,0,0,1.117989828
TNNI1,0,-1.25976854,-1.190864382,0,0,0,-1.25976854,-1.190864382,0,1.134527513,0,0,-1.130804463
TNNI2,1.722374833,-1.164374138,-1.151248862,1.272345624,-1.236973833,1.275308511,-1.164374138,-1.151248862,1.736681382,1.318416825,-1.236973833,1.272345624,0
TNNI3,0,0,0,0,0,1.270559338,0,0,0,-1.210493428,0,0,0
TNNI3K,0,-1.072548147,0,0,0,0,-1.072548147,0,0,0,0,0,0
TNNT1,1.690202632,1.904250724,0,0,1.639557864,1.39319659,0,0,1.756330507,1.373898628,1.639557864,0,1.850827239
TNNT2,-1.292841186,0,-3.332378214,0,0,0,0,-3.332378214,0,0,0,0,1.855009756
TNNT3,0,1.041578654,0,0,-1.790262078,-1.646891681,1.041578654,0,0,0,-1.790262078,0,0
TNP1,0,0,0,0,0,-1.515119117,0,0,0,0,0,0,0
TNP2,0,0,0,0,-1.670566704,-1.546622013,0,0,0,0,-1.670566704,0,-2.043177989
TNPO1,-1.779445351,1.437653404,0,0,0,1.088107134,1.437653404,0,-1.434603522,0,0,0,1.217773334
TNPO2,0,-1.95284091,-1.534453958,0,0,0,-1.95284091,-1.534453958,0,0,0,0,1.263055054
TNPO3,0,1.934116041,0,0,0,0,0,0,0,1.147327908,0,0,2.043252616
TNR,-1.30280561,-1.41593161,0,0,0,0,0,-2.066244989,-1.348783054,0,0,0,-3.175636553
TNRC18,0,-1.435640784,-1.32154593,-1.200969892,0,1.134510714,-1.435640784,-1.32154593,0,-1.12439359,0,-1.200969892,0
TNRC6A,-1.355658542,0,0,0,0,0,0,0,0,0,0,0,1.891011641
TNRC6B,1.238391605,-1.30373883,-1.13174156,1.102059907,0,1.227505517,-1.30373883,-1.13174156,0,0,0,1.102059907,0
TNRC6C,-1.315983875,-2.812047849,0,0,0,0,0,-1.85331763,-1.253852323,0,0,0,-1.888608892
TNS1,-1.409107804,-2.050903794,0,0,0,0,0,-1.439682614,-1.618286702,-1.324912263,0,0,-2.600299497
TNS3,0,0,0,0,1.310992683,1.168998525,0,0,0,-1.100724851,1.310992683,0,1.385141875
TNS4,0,-1.15346837,0,0,0,0,-1.15346837,0,0,-1.301061301,0,0,0
TNXB,0,-2.091422768,0,0,0,1.487312936,-2.091422768,-1.292840287,0,0,0,0,-1.150176538
TOB1,-1.330256388,-2.213243339,0,0,1.271278545,1.403453196,0,0,0,0,1.271278545,0,-1.734651783
TOB2,-2.262836055,0,0,0,-1.33685344,0,0,0,0,0,-1.33685344,0,2.064905721
TOB2P1,0,-1.180649663,0,0,0,0,-1.180649663,0,-1.175345842,0,0,0,1.453719576
TOE1,1.242461279,2.318952048,0,1.116144952,-1.199562884,-1.128245725,0,1.57134122,0,0,-1.199562884,1.116144952,4.12680786
TOLLIP,0,-1.752932906,-1.258024652,0,0,-1.269892733,-1.752932906,-1.258024652,-1.357422177,-1.497138679,0,0,-1.430123978
TOM1,0,-2.143207255,-1.32416027,0,-1.180430591,-1.248965027,-2.143207255,-1.32416027,-1.618720253,-1.687061929,-1.180430591,0,-1.802200286
TOM1L1,0,2.362352522,0,-1.140300661,0,0,0,1.304282574,-1.439339035,0,0,-1.140300661,2.207813898
TOM1L2,1.212084027,-1.238880866,0,0,0,-1.114619204,-1.238880866,0,1.175601105,0,0,0,1.244743768
TOMM20,-1.375244991,1.809981552,0,0,0,1.08389053,1.809981552,1.358931538,-1.227557093,0,0,0,0
TOMM20L,1.36167592,-9.302706373,-3.270716125,0,0,0,-9.302706373,-3.270716125,0,0,0,0,-2.239509095
TOMM22,-1.316268292,2.68257954,0,0,0,1.053269797,0,0,0,0,0,0,1.752493368
TOMM34,0,1.322155634,-1.338391144,0,0,1.153884057,0,-1.338391144,0,0,0,0,1.302966278
TOMM40,-1.37493026,1.737539796,0,0,0,0,1.737539796,0,-1.437391245,-1.312155802,0,0,1.859123407
TOMM40L,0,1.235447183,0,0,1.338604805,1.25463075,0,0,0,1.170481512,1.338604805,0,2.086786951
TOMM5,0,2.246615945,0,1.102513843,1.182594164,1.26393987,2.246615945,1.350499148,0,0,1.182594164,1.102513843,1.823400224
TOMM6,0,0,0,1.13315975,0,1.243025846,0,1.141912915,-1.323252764,-1.383478387,0,1.13315975,0
TOMM7,0,1.465752943,-1.109536152,0,1.414152653,1.472069253,1.465752943,-1.109536152,0,0,1.414152653,0,-1.464933814
TOMM70A,0,2.358620357,1.764095196,0,-1.22916494,-1.255129021,2.358620357,1.764095196,0,0,-1.22916494,0,1.68536472
TONSL,1.389461597,-1.557830475,0,1.232277018,1.990889745,2.808556021,-1.557830475,0,1.401239917,0,1.990889745,1.232277018,1.614646599
TOP1,1.480285674,2.505193222,1.416819231,0,-1.356707631,-1.199421908,0,1.416819231,1.28266747,1.197224436,-1.356707631,0,2.337378959
TOP1MT,0,1.514560485,1.303312021,0,0,-1.168652098,1.514560485,1.303312021,0,1.126511127,0,0,0
TOP1P2,1.461631614,1.566179822,1.222965326,0,0,0,1.566179822,1.222965326,1.314512628,1.360833725,0,0,1.60130089
TOP2A,1.705475878,10.36415434,3.843493534,1.659601875,1.968203703,3.620647386,0,3.843493534,2.251113335,1.846408344,1.968203703,1.659601875,6.444384783
TOP2B,1.242358156,1.192314226,0,0,1.320792444,1.390665498,1.192314226,0,1.255880495,1.262680095,1.320792444,0,-1.418295247
TOP3A,0,1.137126776,0,0,-1.366058682,-1.55763698,1.137126776,0,0,-1.189781431,-1.366058682,0,2.626317389
TOP3B,0,0,0,0,0,0,0,0,0,0,0,0,1.350405589
TOPBP1,0,1.871722966,1.751073636,1.173416748,1.305982556,1.55478508,0,1.751073636,0,1.135169286,1.305982556,1.173416748,1.602761161
TOPORS,-1.28070452,0,0,0,-1.12991419,0,0,0,0,0,-1.12991419,0,0
TOR1A,1.252526594,-1.242041927,-1.139943697,0,0,0,0,-1.139943697,0,0,0,0,-1.637657122
TOR1AIP1,1.303777558,1.386741544,1.284783718,-1.406160448,-2.272091376,-2.908419386,1.386741544,1.284783718,0,1.138531048,-2.272091376,-1.406160448,0
TOR1AIP2,0,1.220154595,-1.180755269,-1.391966574,-1.623092505,-2.459516622,1.220154595,-1.180755269,0,0,-1.623092505,-1.391966574,0
TOR1B,0,1.413280409,1.23777165,0,0,0,1.413280409,1.23777165,1.277487476,1.140871249,0,0,1.168254467
TOR2A,0,-1.627042424,0,1.129096214,0,1.086162244,-1.627042424,0,0,-1.546559588,0,1.129096214,0
TOR3A,0,1.269942368,0,-1.685464868,-3.386747801,-6.232679391,0,0,1.271755043,0,-3.386747801,-1.685464868,0
TOX,0,1.258312831,0,3.146432317,-1.449728545,3.396733757,0,0,-1.27169799,0,-1.449728545,3.146432317,1.131454166
TOX2,-1.518437538,1.705770224,0,0,0,0,1.705770224,0,0,0,0,0,0
TOX3,0,1.118531187,0,-1.181074691,0,1.416914478,1.118531187,0,0,0,0,-1.181074691,1.113838298
TOX4,-1.258644967,1.282778659,0,0,-1.374805413,-1.270379986,1.282778659,0,0,0,-1.374805413,0,-1.526294646
TP53,1.395949681,1.485606503,0,0,0,0,0,0,0,0,0,0,1.305938534
TP53AIP1,0,1.157141983,-1.13499279,0,0,0,0,-1.13499279,0,0,0,0,-1.38570064
TP53BP1,0,1.333090419,0,0,0,0,0,1.298112398,0,0,0,0,1.244139101
TP53BP2,-1.796488535,0,0,0,0,0,0,0,-1.944739385,-1.765251246,0,0,1.265377185
TP53I11,0,-1.348318431,-1.222341539,0,0,0,-1.348318431,-1.222341539,0,0,0,0,0
TP53I13,0,-1.427613331,0,0,0,0,-1.427613331,-1.289877396,1.303161876,0,0,0,0
TP53I3,1.466850299,1.870737228,2.130699795,0,0,0,1.870737228,2.130699795,1.270821502,1.091755339,0,0,1.234062049
TP53INP1,1.29036048,0,0,0,0,0,0,0,1.719350481,1.307098265,0,0,-2.604424951
TP53INP2,-1.737359527,1.277424871,0,0,0,0,0,0,-1.752017756,-1.806386506,0,0,-1.544477598
TP53RK,0,0,0,0,0,0,0,0,-1.198380471,0,0,0,1.520358837
TP53TG1,1.355468914,-1.310589507,0,0,0,0,0,0,0,0,0,0,-1.704490842
TP53TG3,0,-1.878995954,0,0,0,0,-1.878995954,0,0,0,0,0,-1.794744227
TP53TG5,0,-1.265638717,0,0,0,0,-1.265638717,0,0,0,0,0,-1.528599912
TP63,1.283101329,0,0,0,0,0,0,0,1.514813546,0,0,0,0
TP73,1.360126748,0,0,0,0,0,0,0,1.402051363,1.31763512,0,0,0
TP73-AS1,0,0,-1.291591173,0,0,0,0,-1.291591173,1.904729543,1.908917953,0,0,-1.283870052
TPBG,0,0,0,-1.384577779,0,-1.307922718,0,0,0,0,0,-1.384577779,0
TPCN1,3.104598001,-1.79778955,-1.361930491,0,1.718752455,1.947995856,-1.79778955,-1.361930491,2.011265471,1.408101301,1.718752455,0,-1.731392717
TPCN2,0,-2.16855287,-1.636221793,0,0,-1.167425618,-2.16855287,-1.636221793,0,-1.151466463,0,0,-1.648035525
TPD52,0,-1.225491624,0,-1.202799317,0,-1.165373638,-1.225491624,0,0,0,0,-1.202799317,-1.636733425
TPD52L1,1.308829215,-1.464588775,0,-1.116410732,0,0,0,-1.205008751,1.256438152,1.269479347,0,-1.116410732,-1.352535415
TPD52L2,0,2.66481427,0,-1.11144149,1.159186983,0,2.66481427,0,0,0,1.159186983,-1.11144149,2.152644759
TPH1,0,-1.060670656,0,0,0,0,-1.060670656,0,0,0,0,0,0
TPH2,0,0,0,0,0,0,0,0,1.38920811,1.342202498,0,0,0
TPI1,0,2.829222795,0,0,1.290629287,1.235895001,0,2.516383488,0,-1.368087604,1.290629287,0,3.549524749
TPI1P2,0,3.745894606,0,0,0,0,0,3.010798138,-1.304284409,-1.303564323,0,0,3.418381874
TPK1,0,0,0,-1.199553181,1.567034981,1.471601074,0,0,0,0,1.567034981,-1.199553181,1.376356046
TPM1,-1.219645233,1.77754667,0,-1.217942743,0,0,1.77754667,1.773023595,0,1.236991978,0,-1.217942743,1.353545717
TPM2,1.402785844,9.984328482,0,0,1.473036723,0,0,2.943225628,0,1.248145744,1.473036723,-1.214199305,7.216698583
TPM3,-1.281024086,2.037316594,1.4293187,0,0,-1.190680867,2.037316594,1.4293187,-1.421944395,-1.228557211,0,0,1.858741493
TPM4,0,2.888784,1.82958327,0,0,-1.171589039,0,1.82958327,0,0,0,0,1.861604096
TPMT,0,1.473441796,0,-1.192753331,1.93392814,1.171903365,1.473441796,0,-1.560305547,-1.269692509,1.93392814,-1.192753331,0
TPO,0,-1.473148381,-1.229562636,0,0,0,-1.473148381,-1.229562636,-1.344161338,-1.292333937,0,0,0
TPP1,0,-1.619418299,-1.342306156,0,1.195811674,1.219973735,-1.619418299,-1.342306156,0,-1.353089719,1.195811674,0,-1.212835833
TPP2,0,1.131729249,0,0,0,0,1.131729249,0,0,0,0,0,-1.169504764
TPPP,-4.216159697,1.245067334,0,0,1.700342215,2.152105187,1.245067334,0,-1.699887471,-1.411401728,1.700342215,0,1.4958959
TPPP3,0,0,-1.081293407,0,1.324258662,1.541239159,0,-1.081293407,0,0,1.324258662,0,0
TPR,0,0,0,0,0,0,0,0,0,1.142930129,0,0,-1.170977157
TPRA1,0,-2.123925202,0,0,0,1.324089834,-2.123925202,-1.318883917,0,0,0,0,-1.527364279
TPRG1,0,0,-1.757707769,0,0,0,0,-1.757707769,-1.559582678,-1.59992242,0,0,0
TPRG1L,0,0,0,0,0,0,0,0,0,-1.223476782,0,0,-1.212525962
TPRKB,0,1.817876122,1.153172372,0,-1.209590445,-1.313249275,1.817876122,1.153172372,0,1.182266382,-1.209590445,0,1.190993915
TPRN,0,1.19758235,0,0,0,1.127100174,1.19758235,0,0,0,0,0,0
TPRX1,0,1.107291091,0,0,0,0,1.107291091,0,0,1.207632101,0,0,0
TPRXL,0,0,0,0,0,0,0,0,0,-1.287964662,0,0,0
TPSD1,-1.318376676,0,0,0,0,0,0,0,0,0,0,0,0
TPSG1,0,-1.877920949,0,0,0,0,-1.877920949,-1.539468055,0,-1.351433241,0,0,0
TPST1,-1.739579231,-1.655181362,0,-1.138098938,-1.342063872,-1.307533417,-1.655181362,0,0,0,-1.342063872,-1.138098938,-1.712090455
TPST2,1.206134909,-1.372626328,0,1.219502161,-1.243203663,0,0,0,0,-1.263138403,-1.243203663,1.219502161,-1.29156593
TPT1,0,-1.522235679,0,0,1.166608034,1.26897584,-1.522235679,0,0,0,1.166608034,0,-1.645838795
TPTE,0,0,1.097997306,0,0,0,0,1.097997306,0,0,0,0,-1.750106301
TPTE2,0,-1.048233509,0,0,0,0,-1.048233509,0,0,0,0,0,0
TPTE2P3,0,-1.094995883,0,0,0,0,-1.094995883,0,0,0,0,0,0
TPTE2P6,0,-1.793506284,0,0,0,0,-1.793506284,-1.173154295,0,-1.211361214,0,0,-1.463635984
TPX2,1.44080717,13.54156331,3.172938968,1.456329263,1.543349899,2.034883147,0,3.172938968,1.706639848,1.341698805,1.543349899,1.456329263,11.39717987
TRA2A,-1.258389756,1.922374149,0,0,-1.519663208,-1.491828041,0,0,0,0,-1.519663208,0,1.521982605
TRA2B,0,-1.137354192,-1.466752915,0,-1.280833827,-1.162611406,0,-1.466752915,0,0,-1.280833827,0,1.802725432
TRABD,1.355677419,1.960109476,0,1.209424614,-1.168486189,-1.128558332,1.960109476,0,0,-1.225601326,-1.168486189,1.209424614,2.709407353
TRADD,1.359577158,-1.204165099,0,1.248254626,0,1.26417409,-1.204165099,0,1.36148952,1.381239349,0,1.248254626,-1.173103323
TRAF1,0,-1.344585748,0,1.489027488,-1.569052343,1.665152704,0,0,0,1.351001259,-1.569052343,1.489027488,5.178230978
TRAF2,0,0,0,1.163473622,-1.200113592,0,0,-1.368754621,1.406200911,1.322525713,-1.200113592,1.163473622,1.382823058
TRAF3,-1.522882636,1.705258438,0,1.289440833,0,1.277333611,1.705258438,0,-1.421184246,0,0,1.289440833,1.958226497
TRAF3IP1,0,-1.221508844,0,0,0,-1.122704265,0,0,0,0,0,0,-1.549855821
TRAF3IP2,0,1.228937334,0,1.238781199,0,0,1.228937334,0,0,0,0,1.238781199,1.101878494
TRAF3IP2-AS1,0,-1.500421818,-1.35049314,0,0,0,-1.500421818,-1.35049314,1.231421427,1.255435109,0,0,-1.794285696
TRAF3IP3,2.266240666,0,0,2.195781496,0,2.405977712,0,0,1.631386753,1.317307608,0,2.195781496,0
TRAF4,0,-2.047335042,-1.647495935,0,0,1.280503017,-2.047335042,-1.647495935,-1.373866488,-1.312993784,0,0,-1.227978722
TRAF5,1.532840858,-1.965595162,-1.296926887,1.143272887,0,1.376324875,0,-1.296926887,1.934687865,2.244348339,0,1.143272887,-1.615354085
TRAF6,-1.439318102,0,0,0,-1.236511919,-1.193595452,0,-1.241425556,-1.528988918,-1.3268265,-1.236511919,0,1.156881583
TRAF7,0,-2.385082894,-1.87306813,0,0,1.092299183,-2.385082894,-1.87306813,0,0,0,0,0
TRAFD1,1.308688228,-1.554574165,0,-1.338829298,-2.886273391,-3.569820046,-1.554574165,0,0,0,-2.886273391,-1.338829298,0
TRAIP,0,2.828811796,1.766469511,1.266771948,1.613824187,2.373021565,0,1.766469511,1.767968053,1.452240848,1.613824187,1.266771948,2.665397099
TRAK1,0,1.364028295,0,0,0,0,0,0,-1.273881715,-1.165712944,0,0,-1.2124222
TRAK2,0,-1.346856268,0,0,0,-1.287003321,-1.346856268,0,0,1.128247814,0,0,-1.330502221
TRAM1,-1.446989026,0,0,0,1.174536414,0,0,0,-1.635024506,-1.344472764,1.174536414,0,-1.440667443
TRAM1L1,0,0,0,-1.206503215,1.341392105,1.186362654,0,0,0,0,1.341392105,-1.206503215,0
TRAM2,0,3.570577292,1.630971268,-1.207456188,0,0,3.570577292,1.630971268,0,0,0,-1.207456188,3.455396506
TRANK1,2.629198525,-3.312947083,-1.262210267,0,0,0,-3.312947083,-1.262210267,1.611713086,1.237421287,0,0,-3.083851521
TRAP1,1.22649105,3.959232001,1.724205231,0,1.225651561,1.148556714,3.959232001,1.724205231,0,0,1.225651561,0,4.543415539
TRAPPC1,0,1.276923239,0,0,0,1.158464744,0,0,0,-1.372891336,0,0,0
TRAPPC10,0,-1.730314614,0,0,0,-1.182751067,-1.730314614,0,0,0,0,0,-1.421312993
TRAPPC2,0,-1.195792507,0,-1.251299229,0,-1.081570777,-1.195792507,0,0,1.164363096,0,-1.251299229,0
TRAPPC2L,-1.235579575,1.209667106,0,0,0,0,1.209667106,0,-1.404966933,-1.397770761,0,0,1.601694073
TRAPPC2P1,-1.302447733,1.2702264,0,0,0,0,0,0,-1.308745718,0,0,0,-1.409886561
TRAPPC3,-1.221849566,1.404869013,0,0,0,0,1.404869013,0,0,0,0,0,0
TRAPPC4,0,0,0,0,0,0,0,1.125199556,0,0,0,0,0
TRAPPC5,0,2.346548525,0,0,0,-1.154911246,2.346548525,1.700230118,0,-1.295323463,0,0,1.786641174
TRAPPC6A,0,-1.640219216,0,0,1.313954936,1.319406125,-1.640219216,0,1.321960954,0,1.313954936,0,-3.61772014
TRAPPC6B,-1.330721133,1.252120874,1.114233334,0,0,-1.20437718,1.252120874,1.114233334,0,1.395199277,0,0,0
TRAPPC8,0,0,0,0,0,-1.092029627,0,0,0,0,0,0,0
TRAPPC9,1.361753777,-1.262914579,0,0,1.221173867,1.231888351,-1.262914579,0,0,0,1.221173867,0,-1.571540129
TRAT1,0,0,0,0,0,1.613478272,0,0,0,0,0,0,0
TRDMT1,-1.265722503,1.22184388,0,0,0,-1.15909506,1.22184388,-1.127718847,-1.37348647,0,0,0,1.345861642
TRDN,0,0,0,0,0,1.236543306,0,0,0,0,0,0,0
TREH,0,0,0,0,0,0,0,0,0,-1.382151354,0,0,-1.266033754
TREM1,-4.402166986,-1.049809259,0,-1.696696504,-2.330773467,-4.366985887,-1.049809259,0,-5.0063918,-3.154008974,-2.330773467,-1.696696504,-1.077275756
TREM2,2.08092868,-1.597340698,1.641500961,0,2.440178825,2.17192821,-1.597340698,1.641500961,0,-1.382142999,2.440178825,0,1.739433366
TREML1,1.293414665,0,0,-1.357906341,-1.202170288,0,0,0,0,1.205425188,-1.202170288,-1.357906341,0
TREML2,-1.932057584,-1.502231546,0,0,0,0,-1.502231546,0,-1.339906736,0,0,0,-2.083988528
TREML2P1,0,-1.337320642,0,0,0,0,-1.337320642,0,0,0,0,0,1.307713213
TREML3,0,1.083896573,0,0,0,0,1.083896573,0,0,-1.104358373,0,0,0
TREML4,0,0,0,1.170930678,-1.665798457,0,0,0,0,0,-1.665798457,1.170930678,0
TRERF1,2.006955586,1.604142812,0,0,1.605431083,1.886560033,1.604142812,0,1.24221898,1.339744339,1.605431083,0,1.557066632
TREX1,0,1.256165851,0,-1.565566412,-3.526060166,-5.39869157,1.256165851,1.239832494,0,-1.464933497,-3.526060166,-1.565566412,1.112345119
TREX2,0,-1.717668967,0,0,0,0,-1.717668967,0,-1.563790464,-1.915192462,0,0,-1.415261917
TRGV2,0,0,0,0,0,1.419747731,0,0,0,0,0,0,0
TRGV7,0,-1.221345938,0,0,0,0,-1.221345938,0,-1.299930404,0,0,0,-1.258540722
TRH,0,-1.400918358,0,0,0,0,0,0,0,0,0,0,-3.187043563
TRHDE,0,1.418248355,0,0,0,0,1.418248355,0,0,0,0,0,1.45783335
TRHR,1.422889326,0,0,0,0,0,0,0,0,0,0,0,0
TRIAP1,0,3.298284235,0,0,0,0,3.298284235,1.359027898,0,0,0,0,2.593980976
TRIB1,-1.317586872,1.91074358,0,-1.145266404,-1.508661054,-2.110381601,1.91074358,-1.220897838,-2.435826016,-1.736365042,-1.508661054,-1.145266404,-1.719206293
TRIB2,-1.231237516,-1.10740666,-1.709233182,0,0,-1.144168323,-1.10740666,-1.709233182,-1.585386768,-1.425832062,0,0,-1.675611036
TRIB3,-1.556203185,-1.617646636,-1.263291742,-1.20535283,-1.317403946,-1.556423604,0,-1.263291742,-1.604364311,-1.470467965,-1.317403946,-1.20535283,7.250728346
TRIL,0,-1.432730091,0,0,4.495782694,5.428812517,-1.432730091,0,0,-1.167696042,4.495782694,-1.219894501,-2.905697999
TRIM10,0,0,0,1.437398412,-5.535478942,-2.356896085,0,0,0,0,-5.535478942,1.437398412,-1.466881167
TRIM11,0,1.289072948,0,1.125176333,0,1.152633986,1.289072948,0,0,0,0,1.125176333,1.758824629
TRIM13,-1.397454431,-1.151544636,-1.157266554,-1.214181481,-1.219056552,-1.308797774,-1.151544636,-1.157266554,0,1.371070206,-1.219056552,-1.214181481,-1.68063716
TRIM14,1.505675875,1.715613863,1.262416937,0,-1.790297072,-1.73081008,1.715613863,1.262416937,1.448524291,1.457221345,-1.790297072,0,2.264972142
TRIM15,0,-1.26708124,0,-1.283189174,-4.025568538,-4.07171731,-1.26708124,0,0,-1.23607441,-4.025568538,-1.283189174,-2.133397999
TRIM16,0,-1.781157781,0,-1.300309723,0,-1.934623492,0,-1.519539298,0,1.446143253,0,-1.300309723,-1.422241167
TRIM16L,-1.280786811,2.560876993,0,0,0,0,2.560876993,0,-1.303431592,-1.217816427,0,0,3.20252093
TRIM17,0,-1.040969448,0,0,-2.141339321,-1.572997642,-1.040969448,0,0,0,-2.141339321,0,0
TRIM2,0,-1.135579464,-1.184206465,0,0,1.214797627,0,-1.184206465,1.31663512,1.269238789,0,0,0
TRIM21,1.294704128,1.982056101,1.389503673,-1.156746706,-2.563387816,-2.901332204,0,1.389503673,1.320317877,1.297262556,-2.563387816,-1.156746706,1.827308408
